INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
192081696,3125,Drug Violation,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),A1, ,0,10/9/19 10:00,2019,10,Wednesday,10,Part Two,SUDBURY ST,,,"(0.00000000, 0.00000000)"
192081689,617,Drug Violation,LARCENY THEFT FROM BUILDING,D4,905,0,10/9/19 9:45,2019,10,Wednesday,9,Part Two,E BROOKLINE ST,42.33152148,-71.07085307,"(0.00000000, 0.00000000)"
192081667,614,Drug Violation,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,174,0,10/7/19 15:00,2019,10,Monday,15,Part Two,DORCHESTER AVE,42.32018134,-71.1036426,"(0.00000000, 0.00000000)"
192081647,3112,Drug Violation,LANDLORD - TENANT,C11, ,0,10/9/19 0:40,2019,10,Wednesday,0,Part Two,HANCOCK,42.37864908,-71.05951276,"(0.00000000, 0.00000000)"
192081602,423,Drug Violation,ASSAULT - AGGRAVATED,E18,520,0,10/8/19 21:25,2019,10,Tuesday,21,Part Two,HYDE PARK AVE,,,"(0.00000000, 0.00000000)"
192081540,617,Drug Violation,LARCENY THEFT FROM BUILDING,D4,627,0,10/7/19 21:00,2019,10,Monday,21,Part Two,BOYLSTON ST,42.30358612,-71.06437082,"(0.00000000, 0.00000000)"
192081522,2905,Drug Violation,VAL - VIOLATION OF AUTO LAW,D14,774,0,10/6/19 17:50,2019,10,Sunday,17,Part Two,COMMONWEALTH AVE,42.36106519,-71.06910651,"(0.00000000, 0.00000000)"
192081458,3301,Drug Violation,VERBAL DISPUTE,E18,527,0,10/8/19 13:54,2019,10,Tuesday,13,Part Two,HAMILTON ST,,,"(0.00000000, 0.00000000)"
192081455,1402,Drug Violation,VANDALISM,A15,43,0,10/7/19 23:00,2019,10,Monday,23,Part Two,OLD IRONSIDES WAY,42.38476292,-71.07385454,"(0.00000000, 0.00000000)"
192081407,3207,Drug Violation,PROPERTY - FOUND,D4,626,0,10/8/19 11:17,2019,10,Tuesday,11,Part Two,PARK DR,42.32961634,-71.08232206,"(0.00000000, 0.00000000)"
192081378,3802,Drug Violation,M/V ACCIDENT - PROPERTY DAMAGE,C6,216,0,10/8/19 10:37,2019,10,Tuesday,10,Part Two,LORING ST,42.349056,-71.1504985,"(0.00000000, 0.00000000)"
192081362,3007,Drug Violation,SUDDEN DEATH,B2,329,0,10/8/19 10:27,2019,10,Tuesday,10,Part Two,DEVON ST,42.30971857,-71.10429432,"(0.00000000, 0.00000000)"
192081337,2646,Drug Violation,LIQUOR/ALCOHOL - DRINKING IN PUBLIC,D14, ,0,10/4/19 22:30,2019,10,Friday,22,Part Two,TOPEKA ST,42.33280882,-71.06729226,"(0.00000000, 0.00000000)"
192081323,423,Drug Violation,ASSAULT - AGGRAVATED,D4,171,0,10/8/19 4:40,2019,10,Tuesday,4,Part Two,HARRISON AVE,42.38134108,-71.03134417,"(0.00000000, 0.00000000)"
192081320,3115,Drug Violation,INVESTIGATE PERSON,A1,85,0,10/8/19 3:05,2019,10,Tuesday,3,Part Two,PRINCE ST,42.33152148,-71.07085307,"(0.00000000, 0.00000000)"
192081317,614,Drug Violation,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,355,0,10/7/19 19:00,2019,10,Monday,19,Part Two,GIBSON ST,42.33152148,-71.07085307,"(0.00000000, 0.00000000)"
192081296,801,Drug Violation,ASSAULT - SIMPLE,B3,439,0,10/7/19 22:47,2019,10,Monday,22,Part Two,BLUE HILL AVE,42.33189752,-71.06908191,"(0.00000000, 0.00000000)"
192081295,3006,Drug Violation,SICK/INJURED/MEDICAL - PERSON,A15, ,0,10/7/19 22:56,2019,10,Monday,22,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(0.00000000, 0.00000000)"
192081294,423,Drug Violation,ASSAULT - AGGRAVATED,B2, ,0,10/7/19 22:42,2019,10,Monday,22,Part Two,CAUSEWAY ST,42.33152148,-71.07085307,"(0.00000000, 0.00000000)"
192081285,1402,Drug Violation,VANDALISM,C11,355,0,10/5/19 23:30,2019,10,Saturday,23,Part Two,GIBSON ST,42.33189752,-71.06908191,"(0.00000000, 0.00000000)"
192081284,3005,Drug Violation,SICK ASSIST,A1,103,0,10/7/19 21:15,2019,10,Monday,21,Part Two,SCHOOL ST,42.33189752,-71.06908191,"(0.00000000, 0.00000000)"
192081275,3301,Drug Violation,VERBAL DISPUTE,B2,309,0,10/7/19 20:41,2019,10,Monday,20,Part Two,CATAWBA ST,42.38053192,-71.03510439,"(0.00000000, 0.00000000)"
192081213,3301,Drug Violation,VERBAL DISPUTE,A15,53,0,10/7/19 17:47,2019,10,Monday,17,Part Two,DUNSTABLE,42.31022711,-71.07233091,"(0.00000000, 0.00000000)"
192081212,801,Drug Violation,ASSAULT - SIMPLE,B2,325,0,10/7/19 17:58,2019,10,Monday,17,Part Two,BLUE HILL AVENUE,42.31022711,-71.07233091,"(0.00000000, 0.00000000)"
192081209,801,Drug Violation,ASSAULT - SIMPLE,A1, ,0,10/7/19 17:30,2019,10,Monday,17,Part Two,CHARLES ST,42.31022711,-71.07233091,"(0.00000000, 0.00000000)"
192081208,301,Drug Violation,ROBBERY,A7, ,0,10/7/19 17:00,2019,10,Monday,17,Part Two,,42.31022711,-71.07233091,"(0.00000000, 0.00000000)"
192081142,3831,Drug Violation,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1, ,0,10/7/19 14:25,2019,10,Monday,14,Part Two,BROAD ST,42.35736588,-71.05250551,"(0.00000000, 0.00000000)"
192081113,3005,Drug Violation,SICK ASSIST,D14,805,0,10/7/19 13:15,2019,10,Monday,13,Part Two,SCHOOL ST,42.33132994,-71.05293837,"(0.00000000, 0.00000000)"
192081010,3831,Drug Violation,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,691,0,10/6/19 18:00,2019,10,Sunday,18,Part Two,CENTRE ST,42.31572772,-71.09957024,"(0.00000000, 0.00000000)"
192080992,614,Drug Violation,LARCENY THEFT FROM MV - NON-ACCESSORY,A7, ,0,10/7/19 3:10,2019,10,Monday,3,Part Two,LENOX ST,42.33504938,-71.07879668,"(0.00000000, 0.00000000)"
192080991,2610,Drug Violation,TRESPASSING,C11,351,0,10/7/19 1:11,2019,10,Monday,1,Part Two,DICKENS ST,42.33504938,-71.07879668,"(0.00000000, 0.00000000)"
192080989,3201,Drug Violation,PROPERTY - LOST/ MISSING,A1,77,0,10/6/19 22:00,2019,10,Sunday,22,Part Two,NEW SUDBURY ST,42.31572772,-71.09957024,"(0.00000000, 0.00000000)"
192080988,423,Drug Violation,ASSAULT - AGGRAVATED,C11,462,0,10/7/19 2:39,2019,10,Monday,2,Part Two,BOWDOIN AVE,42.31572772,-71.09957024,"(0.00000000, 0.00000000)"
192080987,3115,Drug Violation,INVESTIGATE PERSON,D4,147,0,10/7/19 1:19,2019,10,Monday,1,Part Two,MASSACHUSETTS AVE,42.31572772,-71.09957024,"(0.00000000, 0.00000000)"
192080907,3115,Drug Violation,INVESTIGATE PERSON,C11,355,0,10/6/19 16:30,2019,10,Sunday,16,Part Two,GIBSON ST,42.28701738,-71.07706453,"(0.00000000, 0.00000000)"
192080812,1501,Drug Violation,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,A1,111,0,10/6/19 10:40,2019,10,Sunday,10,Part Two,TREMONT ST,42.32967465,-71.05555264,"(0.00000000, 0.00000000)"
192080810,3410,Drug Violation,TOWED MOTOR VEHICLE,E5,672,0,10/6/19 11:13,2019,10,Sunday,11,Part Two,SOUTH ST,42.33954199,-71.06940877,"(0.00000000, 0.00000000)"
192080796,3005,Drug Violation,SICK ASSIST,A1,68,0,10/6/19 10:07,2019,10,Sunday,10,Part Two,MYRTLE ST,42.33954199,-71.06940877,"(0.00000000, 0.00000000)"
192080748,3301,Drug Violation,VERBAL DISPUTE,D4,150,0,10/6/19 0:35,2019,10,Sunday,0,Part Two,COLUMBUS AVE,42.30422176,-71.07918459,"(0.00000000, 0.00000000)"
192080728,613,Drug Violation,LARCENY SHOPLIFTING,B3,430,0,10/5/19 22:30,2019,10,Saturday,22,Part Two,BLUE HILL AVE,42.33152868,-71.06721698,"(0.00000000, 0.00000000)"
192080706,520,Drug Violation,BURGLARY - RESIDENTIAL,B2,586,0,10/4/19 21:00,2019,10,Friday,21,Part Two,HILLSIDE ST,42.33511904,-71.0749171,"(0.00000000, 0.00000000)"
192080705,801,Drug Violation,ASSAULT - SIMPLE,D14,816,0,10/5/19 20:20,2019,10,Saturday,20,Part Two,CAMBRIDGE ST,42.33511904,-71.0749171,"(0.00000000, 0.00000000)"
192080700,3503,Drug Violation,MISSING PERSON - NOT REPORTED - LOCATED,D14,778,0,10/5/19 12:45,2019,10,Saturday,12,Part Two,WASHINGTON ST,42.33254716,-71.0721242,"(0.00000000, 0.00000000)"
192080697,3831,Drug Violation,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,691,0,10/5/19 20:00,2019,10,Saturday,20,Part Two,CENTRE ST,42.33311189,-71.0727637,"(0.00000000, 0.00000000)"
192080659,801,Drug Violation,ASSAULT - SIMPLE,D14, ,0,10/5/19 18:13,2019,10,Saturday,18,Part Two,JETTE CT,42.31959657,-71.0745889,"(0.00000000, 0.00000000)"
192080646,3301,Drug Violation,VERBAL DISPUTE,E5,692,0,10/5/19 17:15,2019,10,Saturday,17,Part Two,RUSSETT RD,42.31989006,-71.07626209,"(0.00000000, 0.00000000)"
192080645,3114,Drug Violation,INVESTIGATE PROPERTY,B2,297,1,10/5/19 17:28,2019,10,Saturday,17,Part Two,ROCKLAND ST,42.31989006,-71.07626209,"(0.00000000, 0.00000000)"
192080550,3410,Drug Violation,TOWED MOTOR VEHICLE,C11,823,0,10/5/19 10:46,2019,10,Saturday,10,Part Two,PLEASANT ST,42.376852,-71.06887255,"(0.00000000, 0.00000000)"
192080517,3410,Drug Violation,TOWED MOTOR VEHICLE,D4,618,0,10/5/19 8:01,2019,10,Saturday,8,Part Two,HUNTINGTON AVE,42.35285118,-71.06096412,"(0.00000000, 0.00000000)"
192080505,3831,Drug Violation,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,936,0,10/4/19 19:45,2019,10,Friday,19,Part Two,CROWLEY-ROGERS WAY,42.310434,-71.0613401,"(0.00000000, 0.00000000)"
192080504,3301,Drug Violation,VERBAL DISPUTE,A7,26,0,10/5/19 6:47,2019,10,Saturday,6,Part Two,BORDER ST,42.29491782,-71.05943678,"(0.00000000, 0.00000000)"
192080483,616,Drug Violation,LARCENY THEFT OF BICYCLE,D4, ,0,10/4/19 21:30,2019,10,Friday,21,Part Two,HARRISON AVE,42.33401829,-71.07638124,"(0.00000000, 0.00000000)"
192080482,3831,Drug Violation,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,10/5/19 2:40,2019,10,Saturday,2,Part Two,BLUE HILL AVE,42.33401829,-71.07638124,"(0.00000000, 0.00000000)"
192080481,801,Drug Violation,ASSAULT - SIMPLE,A1,75,0,10/5/19 1:05,2019,10,Saturday,1,Part Two,PORTLAND ST,42.33401829,-71.07638124,"(0.00000000, 0.00000000)"
192080472,3005,Drug Violation,SICK ASSIST,D14,790,0,10/5/19 0:59,2019,10,Saturday,0,Part Two,BEACON ST,42.30971857,-71.10429432,"(0.00000000, 0.00000000)"
192080461,1402,Drug Violation,VANDALISM,E13,578,0,10/4/19 20:00,2019,10,Friday,20,Part Two,WYMAN ST,42.28482577,-71.09137369,"(0.00000000, 0.00000000)"
192080437,1300,Drug Violation,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,B2,292,0,10/3/19 7:30,2019,10,Thursday,7,Part Two,HIGHLAND ST,42.28482577,-71.09137369,"(0.00000000, 0.00000000)"
192080436,3803,Drug Violation,M/V ACCIDENT - PERSONAL INJURY,B2,613,0,10/4/19 22:07,2019,10,Friday,22,Part Two,BROOKLINE AVE,42.28482577,-71.09137369,"(0.00000000, 0.00000000)"
192080427,706,Drug Violation,AUTO THEFT - MOTORCYCLE / SCOOTER,D14,778,0,10/4/19 19:30,2019,10,Friday,19,Part Two,WASHINGTON ST,42.31635508,-71.06593853,"(0.00000000, 0.00000000)"
192080407,801,Drug Violation,ASSAULT - SIMPLE,B2,315,0,10/4/19 20:18,2019,10,Friday,20,Part Two,HUMBOLDT AVE,42.25875844,-71.12774982,"(0.00000000, 0.00000000)"
192080336,3115,Drug Violation,INVESTIGATE PERSON,C11,355,0,9/30/19 9:00,2019,9,Monday,9,Part Two,GIBSON ST,42.34942864,-71.06536641,"(0.00000000, 0.00000000)"
192080263,1832,Drug Violation,SICK ASSIST - DRUG RELATED ILLNESS,E18, ,0,10/4/19 13:14,2019,10,Friday,13,Part Two,MARGINAL RD,42.34767084,-71.06570791,"(0.00000000, 0.00000000)"
192080192,3802,Drug Violation,M/V ACCIDENT - PROPERTY DAMAGE,D14,749,0,10/4/19 8:25,2019,10,Friday,8,Part Two,BEACON ST,42.30971857,-71.10429432,"(0.00000000, 0.00000000)"
192080191,614,Drug Violation,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,77,0,10/3/19 15:59,2019,10,Thursday,15,Part Two,NEW SUDBURY ST,42.30971857,-71.10429432,"(0.00000000, 0.00000000)"
192080188,3410,Drug Violation,TOWED MOTOR VEHICLE,A1,87,0,10/4/19 9:30,2019,10,Friday,9,Part Two,COMMERCIAL ST,42.37928285,-71.0353629,"(0.00000000, 0.00000000)"
192080138,3301,Drug Violation,VERBAL DISPUTE,D14,751,0,10/4/19 0:49,2019,10,Friday,0,Part Two,LAKE SHORE RD,,,"(0.00000000, 0.00000000)"
192080116,801,Drug Violation,ASSAULT - SIMPLE,E13,930,0,10/3/19 22:14,2019,10,Thursday,22,Part Two,COLUMBUS AVE,42.349056,-71.1504985,"(0.00000000, 0.00000000)"
192080094,3301,Drug Violation,VERBAL DISPUTE,B3,445,0,10/3/19 19:54,2019,10,Thursday,19,Part Two,GREENWOOD ST,42.33207616,-71.07145394,"(0.00000000, 0.00000000)"
192080075,3301,Drug Violation,VERBAL DISPUTE,C6,234,0,10/3/19 19:17,2019,10,Thursday,19,Part Two,COLUMBIA RD,42.30414396,-71.08232421,"(0.00000000, 0.00000000)"
192080030,3803,Drug Violation,M/V ACCIDENT - PERSONAL INJURY,E13,578,0,10/3/19 16:24,2019,10,Thursday,16,Part Two,LAMARTINE ST,,,"(0.00000000, 0.00000000)"
192080021,3005,Drug Violation,SICK ASSIST,E5,716,0,10/3/19 15:59,2019,10,Thursday,15,Part Two,NORTHDALE RD,42.29426595,-71.05968487,"(0.00000000, 0.00000000)"
192079953,3115,Drug Violation,INVESTIGATE PERSON,B3,465,0,10/2/19 16:30,2019,10,Wednesday,16,Part Two,BLUE HILL AVE,42.33311189,-71.0727637,"(0.00000000, 0.00000000)"
192079952,3301,Drug Violation,VERBAL DISPUTE,E13,912,0,10/3/19 11:34,2019,10,Thursday,11,Part Two,CENTRE ST,42.33311189,-71.0727637,"(0.00000000, 0.00000000)"
192079951,1402,Drug Violation,VANDALISM,E18,544,0,10/3/19 12:07,2019,10,Thursday,12,Part Two,AUSTIN ST,42.33311189,-71.0727637,"(0.00000000, 0.00000000)"
192079887,617,Drug Violation,LARCENY THEFT FROM BUILDING,D4,962,0,10/3/19 8:48,2019,10,Thursday,8,Part Two,W DEDHAM ST,42.32262163,-71.09856057,"(0.00000000, 0.00000000)"
192079886,801,Drug Violation,ASSAULT - SIMPLE,B2, ,0,10/2/19 15:15,2019,10,Wednesday,15,Part Two,COLUMBUS AVE,42.32262163,-71.09856057,"(0.00000000, 0.00000000)"
192079835,3301,Drug Violation,VERBAL DISPUTE,B3,426,0,10/2/19 21:30,2019,10,Wednesday,21,Part Two,RIVER ST,42.332531,-71.07213,"(0.00000000, 0.00000000)"
192079788,613,Drug Violation,LARCENY SHOPLIFTING,B2,315,0,10/2/19 18:59,2019,10,Wednesday,18,Part Two,HUMBOLDT AVE,42.33207616,-71.07145394,"(0.00000000, 0.00000000)"
192079786,3005,Drug Violation,SICK ASSIST,B2, ,0,10/2/19 19:15,2019,10,Wednesday,19,Part Two,MASSACHUSETTS AVE,42.33207616,-71.07145394,"(0.00000000, 0.00000000)"
192079785,3110,Drug Violation,SERVICE TO OTHER AGENCY,A1,120,0,10/2/19 18:35,2019,10,Wednesday,18,Part Two,PARK PLZ,42.33207616,-71.07145394,"(0.00000000, 0.00000000)"
192079703,3820,Drug Violation,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,E13,583,0,10/2/19 15:22,2019,10,Wednesday,15,Part Two,WALDEN ST,42.32866284,-71.08563401,"(0.00000000, 0.00000000)"
192079567,3114,Drug Violation,INVESTIGATE PROPERTY,C11,352,0,10/2/19 2:00,2019,10,Wednesday,2,Part Two,DITSON ST,42.38569342,-71.07615454,"(0.00000000, 0.00000000)"
192079558,301,Drug Violation,ROBBERY,E18, ,0,10/2/19 0:57,2019,10,Wednesday,0,Part Two,FARADAY ST,42.24504352,-71.12474587,"(0.00000000, 0.00000000)"
192079499,3006,Drug Violation,SICK/INJURED/MEDICAL - PERSON,A1,97,0,10/1/19 19:14,2019,10,Tuesday,19,Part Two,WASHINGTON ST,42.2737133,-71.10336369,"(0.00000000, 0.00000000)"
192079498,3201,Drug Violation,PROPERTY - LOST/ MISSING,A1,77,0,10/1/19 19:23,2019,10,Tuesday,19,Part Two,NEW SUDBURY ST,42.2737133,-71.10336369,"(0.00000000, 0.00000000)"
192079497,3005,Drug Violation,SICK ASSIST,A15,59,0,10/1/19 20:01,2019,10,Tuesday,20,Part Two,WASHINGTON ST,42.2737133,-71.10336369,"(0.00000000, 0.00000000)"
192079383,801,Drug Violation,ASSAULT - SIMPLE,C6,231,0,10/1/19 13:21,2019,10,Tuesday,13,Part Two,M ST,42.34988452,-71.05864916,"(0.00000000, 0.00000000)"
192079358,520,Drug Violation,BURGLARY - RESIDENTIAL,C11,335,0,10/1/19 13:36,2019,10,Tuesday,13,Part Two,QUINCY ST,42.3043395,-71.08477887,"(0.00000000, 0.00000000)"
192079355,3115,Drug Violation,INVESTIGATE PERSON,B2,282,0,9/30/19 2:00,2019,9,Monday,2,Part Two,WASHINGTON ST,42.3043395,-71.08477887,"(0.00000000, 0.00000000)"
192079217,3005,Drug Violation,SICK ASSIST,C11,332,0,9/30/19 21:22,2019,9,Monday,21,Part Two,WHITTEMORE TER,42.37989714,-71.03577638,"(0.00000000, 0.00000000)"
192079187,3115,Drug Violation,INVESTIGATE PERSON,B3,465,0,9/30/19 20:23,2019,9,Monday,20,Part Two,BLUE HILL AVE,42.29395776,-71.06088044,"(0.00000000, 0.00000000)"
192079162,3301,Drug Violation,VERBAL DISPUTE,C6,914,0,9/30/19 17:52,2019,9,Monday,17,Part Two,HENRY STERLING SQ,,,"(0.00000000, 0.00000000)"
192079140,3112,Drug Violation,LANDLORD - TENANT,D14,760,0,9/30/19 17:15,2019,9,Monday,17,Part Two,FAIRBANKS ST,42.36183857,-71.05976489,"(0.00000000, 0.00000000)"
192079126,3018,Drug Violation,SICK/INJURED/MEDICAL - POLICE,B3,465,0,9/30/19 0:00,2019,9,Monday,0,Part Two,BLUE HILL AVE,42.33168201,-71.06798742,"(0.00000000, 0.00000000)"
192079125,3831,Drug Violation,M/V - LEAVING SCENE - PROPERTY DAMAGE,A15, ,0,9/30/19 9:30,2019,9,Monday,9,Part Two,SOUTHAMPTON ST,42.33168201,-71.06798742,"(0.00000000, 0.00000000)"
192079123,2670,Drug Violation,HARASSMENT/ CRIMINAL HARASSMENT,B3,465,0,9/30/19 1:00,2019,9,Monday,1,Part Two,BLUE HILL AVE,42.33428841,-71.07239518,"(0.00000000, 0.00000000)"
192079120,3115,Drug Violation,INVESTIGATE PERSON,D4, ,0,9/30/19 16:23,2019,9,Monday,16,Part Two,ALBANY ST,42.33428841,-71.07239518,"(0.00000000, 0.00000000)"
192079117,3831,Drug Violation,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,428,0,9/30/19 4:55,2019,9,Monday,4,Part Two,MORTON ST,42.33428841,-71.07239518,"(0.00000000, 0.00000000)"
192079113,1402,Drug Violation,VANDALISM,B2,281,0,9/30/19 16:12,2019,9,Monday,16,Part Two,WARREN ST,42.33663901,-71.08628658,"(0.00000000, 0.00000000)"
192079056,520,Drug Violation,BURGLARY - RESIDENTIAL,E13,641,0,9/30/19 13:21,2019,9,Monday,13,Part Two,CENTRE ST,42.30971857,-71.10429432,"(0.00000000, 0.00000000)"
192079055,3831,Drug Violation,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,9/30/19 2:00,2019,9,Monday,2,Part Two,GIBSON ST,42.30971857,-71.10429432,"(0.00000000, 0.00000000)"
192078991,1832,Drug Violation,SICK ASSIST - DRUG RELATED ILLNESS,E18,653,0,9/30/19 11:09,2019,9,Monday,11,Part Two,POND,42.2871382,-71.04083611,"(0.00000000, 0.00000000)"
192078976,540,Drug Violation,BURGLARY - COMMERICAL,D4,903,0,9/29/19 21:00,2019,9,Sunday,21,Part Two,TREMONT ST,42.28514002,-71.14155916,"(0.00000000, 0.00000000)"
192078969,1810,Drug Violation,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,428,0,9/30/19 10:00,2019,9,Monday,10,Part Two,WILDWOOD ST,42.37663167,-71.05593196,"(0.00000000, 0.00000000)"
192078927,3207,Drug Violation,PROPERTY - FOUND,E18,520,0,9/30/19 8:00,2019,9,Monday,8,Part Two,HYDE PARK AVE,42.29470677,-71.11869135,"(0.00000000, 0.00000000)"
192078924,3410,Drug Violation,TOWED MOTOR VEHICLE,C11,817,0,9/30/19 7:32,2019,9,Monday,7,Part Two,BANTON ST,42.36183857,-71.05976489,"(0.00000000, 0.00000000)"
192078912,423,Drug Violation,ASSAULT - AGGRAVATED,D4, ,0,9/29/19 22:00,2019,9,Sunday,22,Part Two,COLBERG AVE,42.28514002,-71.14155916,"(0.00000000, 0.00000000)"
192078860,3410,Drug Violation,TOWED MOTOR VEHICLE,D14,802,0,9/29/19 23:02,2019,9,Sunday,23,Part Two,CAMBRIDGE ST,42.33954199,-71.06940877,"(0.00000000, 0.00000000)"
192078859,3301,Drug Violation,VERBAL DISPUTE,B3, ,0,9/29/19 23:06,2019,9,Sunday,23,Part Two,HARRISON AVE,42.33954199,-71.06940877,"(0.00000000, 0.00000000)"
192078851,1402,Drug Violation,VANDALISM,E18,481,0,9/29/19 21:00,2019,9,Sunday,21,Part Two,ROSEWOOD ST,42.30947016,-71.06664424,"(0.00000000, 0.00000000)"
192078814,3115,Drug Violation,INVESTIGATE PERSON,A1, ,0,9/29/19 19:40,2019,9,Sunday,19,Part Two,SUDBURY ST,42.29395776,-71.06088044,"(0.00000000, 0.00000000)"
192078813,801,Drug Violation,ASSAULT - SIMPLE,A1,65,0,9/29/19 18:54,2019,9,Sunday,18,Part Two,CAMBRIDGE ST,42.29395776,-71.06088044,"(0.00000000, 0.00000000)"
192078799,3006,Drug Violation,SICK/INJURED/MEDICAL - PERSON,C11,357,0,9/29/19 17:59,2019,9,Sunday,17,Part Two,BLOOMFIELD ST,42.36183857,-71.05976489,"(0.00000000, 0.00000000)"
192078776,3201,Drug Violation,PROPERTY - LOST/ MISSING,A1,127,0,9/29/19 9:30,2019,9,Sunday,9,Part Two,OAK ST W,42.27105803,-71.10611163,"(0.00000000, 0.00000000)"
192008005,3831,Drug Violation,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3, ,0,10/3/19 17:59,2019,10,Thursday,17,Part Two,WOODWORTH ST,42.2871382,-71.04083611,"(0.00000000, 0.00000000)"
I182098317,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,311,,12/6/18 9:07,2018,12,Thursday,9,Part Two,SAVIN ST,42.31598547,-71.07986094,"(42.31598547, -71.07986094)"
I182098244,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,102,,12/5/18 20:37,2018,12,Wednesday,20,Part Two,TREMONT ST,42.35637531,-71.06213513,"(42.35637531, -71.06213513)"
I182098235,1844,Drug Violation,DRUGS - POSS CLASS C,D4,272,,12/5/18 20:21,2018,12,Wednesday,20,Part Two,LENOX ST,42.33504938,-71.07879668,"(42.33504938, -71.07879668)"
I182098233,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D14,778,,12/5/18 20:23,2018,12,Wednesday,20,Part Two,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600, -71.15049850)"
I182098218,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,903,,12/5/18 19:20,2018,12,Wednesday,19,Part Two,TREMONT ST,42.33738014,-71.08388901,"(42.33738014, -71.08388901)"
I182098218,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D4,903,,12/5/18 19:20,2018,12,Wednesday,19,Part Two,TREMONT ST,42.33738014,-71.08388901,"(42.33738014, -71.08388901)"
I182098218,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,903,,12/5/18 19:20,2018,12,Wednesday,19,Part Two,TREMONT ST,42.33738014,-71.08388901,"(42.33738014, -71.08388901)"
I182098218,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,903,,12/5/18 19:20,2018,12,Wednesday,19,Part Two,TREMONT ST,42.33738014,-71.08388901,"(42.33738014, -71.08388901)"
I182098215,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,257,,12/5/18 19:29,2018,12,Wednesday,19,Part Two,HANCOCK ST,42.310434,-71.0613401,"(42.31043400, -71.06134010)"
I182098211,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B3,574,,12/5/18 19:21,2018,12,Wednesday,19,Part Two,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I182098207,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,12/5/18 18:58,2018,12,Wednesday,18,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I182098204,1825,Drug Violation,DRUGS - POSSESSION OF DRUG PARAPHANALIA,B2,171,,12/5/18 17:00,2018,12,Wednesday,17,Part Two,ALBANY ST,42.33428841,-71.07239518,"(42.33428841, -71.07239518)"
I182098130,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,12/5/18 15:28,2018,12,Wednesday,15,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I182098129,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,12/5/18 15:27,2018,12,Wednesday,15,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I182098122,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",, ,,12/5/18 14:14,2018,12,Wednesday,14,Part Two,,,,"(0.00000000, 0.00000000)"
I182098122,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",, ,,12/5/18 14:14,2018,12,Wednesday,14,Part Two,,,,"(0.00000000, 0.00000000)"
I182098089,1832,Drug Violation,DRUGS - SICK ASSIST - OTHER HARMFUL DRUG,A1,77,,12/5/18 13:27,2018,12,Wednesday,13,Part Two,CONGRESS ST,42.36139413,-71.0576869,"(42.36139413, -71.05768690)"
